UserId,product_list
13987,"[11351668, 11652758, 12406908, 12407328, 12988624, 13202646, 12658000, 11659004, 11360668, 11360688]"
13988,"[11714670, 12658000, 11659004, 11360668, 11360688, 12371282, 12371276, 13039892, 11147534, 11149198]"
13989,"[11659336, 11659340, 12407386, 12658034, 12658000, 11659004, 11360668, 11360688, 12371282, 12371276]"
13997,"[13039526, 11659540, 11659566, 11659640, 11659670, 11659780, 12407272, 12407318, 12407754, 12407782]"
14006,"[11460900, 12407694, 12658000, 11659004, 11360668, 11360688, 12371282, 12371276, 13039892, 11147534]"
14011,"[12658274, 11659550, 11659690, 12657598, 13039618, 12658000, 11659004, 11360668, 11360688, 12371282]"
14012,"[11603796, 11659236, 11659688, 11660008, 11714428, 11714538, 12360434, 12406894, 12407436, 12657360]"
14025,"[11407264, 12658000, 11659004, 11360668, 11360688, 12371282, 12371276, 13039892, 11147534, 11149198]"
14028,"[11481104, 12658000, 11659004, 11360668, 11360688, 12371282, 12371276, 13039892, 11147534, 11149198]"
14029,"[12407710, 12099206, 12658000, 11659004, 11360668, 11360688, 12371282, 12371276, 13039892, 11147534]"
14038,"[11148888, 12322648, 12407772, 12658312, 12658374, 12658416, 12658000, 11659004, 11360668, 11360688]"
14044,"[12407116, 12658034, 12658000, 11659004, 11360668, 11360688, 12371282, 12371276, 13039892, 11147534]"
14045,"[11659250, 12658000, 11659004, 11360668, 11360688, 12371282, 12371276, 13039892, 11147534, 11149198]"
14057,"[11659524, 11659624, 11659804, 12371376, 12658000, 11659004, 11360668, 11360688, 12371282, 12371276]"
14063,"[11361054, 13039650, 13039792, 12658000, 11659004, 11360668, 11360688, 12371282, 12371276, 13039892]"
14069,"[11407162, 11659624, 12437324, 12657396, 12990078, 12658000, 11659004, 11360668, 11360688, 12371282]"
14076,"[11407194, 11659764, 12407020, 12407404, 12407408, 12407450, 12657718, 12657790, 12657804, 12658000]"
14081,"[12399312, 12407022, 12407420, 12658000, 11659004, 11360668, 11360688, 12371282, 12371276, 13039892]"
14120,"[12407154, 12657640, 13653558, 12658000, 11659004, 11360668, 11360688, 12371282, 12371276, 13039892]"
14129,"[11360778, 12658000, 11659004, 11360668, 11360688, 12371282, 12371276, 13039892, 11147534, 11149198]"
14130,"[11714428, 12657500, 12658000, 11659004, 11360668, 11360688, 12371282, 12371276, 13039892, 11147534]"
14173,"[11659002, 11659250, 12406904, 12658000, 11659004, 11360668, 11360688, 12371282, 12371276, 13039892]"
14179,"[11659524, 12658000, 11659004, 11360668, 11360688, 12371282, 12371276, 13039892, 11147534, 11149198]"
14192,"[12407726, 13039572, 12658000, 11659004, 11360668, 11360688, 12371282, 12371276, 13039892, 11147534]"
14198,"[11659688, 12658260, 12658504, 12360426, 12658320, 12658602, 13039518, 13039848, 13064972, 11659004]"
14208,"[12407840, 13039774, 11659004, 12658000, 11360668, 11360688, 12371282, 12371276, 13039892, 11147534]"
14213,"[11659878, 12406954, 12407614, 12658246, 13039498, 11659004, 12658000, 11360668, 11360688, 12371282]"
14233,"[11659422, 11659004, 12658000, 11360668, 11360688, 12371282, 12371276, 13039892, 11147534, 11149198]"
14236,"[12657416, 11659244, 12406904, 12406906, 11714428, 12406894, 12407006, 12658132, 12658218, 13038818]"
14239,"[11659336, 12407458, 13038852, 11659004, 12658000, 11360668, 11360688, 12371282, 12371276, 13039892]"
14249,"[11714566, 11659004, 12658000, 11360668, 11360688, 12371282, 12371276, 13039892, 11147534, 11149198]"
14285,"[12322648, 12371370, 11659004, 12658000, 11360668, 11360688, 12371282, 12371276, 13039892, 11147534]"
14297,"[12407852, 11659004, 12658000, 11360668, 11360688, 12371282, 12371276, 13039892, 12658062, 11147534]"
14304,"[11659740, 11659004, 12658000, 11360668, 11360688, 12371282, 12371276, 13039892, 12658062, 11147534]"
14311,"[13038982, 11659004, 12658000, 11360668, 11360688, 12371282, 12371276, 13039892, 12658062, 11147534]"
14316,"[12406872, 12657510, 11659004, 12658000, 11360668, 11360688, 12371282, 12371276, 13039892, 12658062]"
14321,"[12360388, 13039538, 11659004, 12658000, 11360668, 11360688, 12371282, 12371276, 13039892, 12658062]"
14339,"[12658252, 11659004, 12658000, 11360668, 11360688, 12371282, 12371276, 13039892, 12658062, 11147534]"
14354,"[12658464, 13038884, 11659238, 11659806, 11659860, 12322662, 12371308, 12407694, 12407734, 12407802]"
14369,"[13039568, 12658000, 11659004, 11360668, 11360688, 12371282, 12371276, 13039892, 11147534, 12658062]"
14380,"[11407382, 11603772, 12658000, 11659004, 11360668, 11360688, 12371282, 13039892, 12371276, 11147534]"
14385,"[11659860, 12406874, 12658512, 12658000, 11659004, 11360668, 11360688, 12371282, 13039892, 12371276]"
14389,"[12407802, 13039634, 12658000, 11659004, 11360668, 11360688, 12371282, 13039892, 12371276, 11147534]"
14397,"[13039586, 12658000, 11659004, 11360668, 11360688, 12371282, 13039892, 12371276, 11147534, 11149198]"
14447,"[11659578, 12658462, 11658982, 11659090, 11659092, 11659114, 11659216, 11659742, 11659826, 12360456]"
14448,"[12657684, 12658000, 11659004, 11360668, 11360688, 12371282, 13039892, 12371276, 11147534, 11149198]"
14473,"[11659206, 11659210, 12658000, 11659004, 11360668, 11360688, 12371282, 13039892, 12371276, 11147534]"
14490,"[12371378, 12407728, 12658000, 11659004, 11360668, 11360688, 12371282, 13039892, 12371276, 11147534]"
14495,"[11361056, 11460952, 12658000, 11659004, 11360668, 11360688, 12371282, 13039892, 12371276, 11147534]"
14521,"[12407772, 11659608, 11659652, 11714574, 12657364, 12657720, 12657804, 12658000, 11659004, 11360668]"
14563,"[12657334, 12658192, 12658282, 12658488, 13038848, 13039398, 13039490, 13039644, 13039768, 13039780]"
14577,"[11659034, 11659448, 12658000, 11659004, 11360668, 11360688, 12371282, 13039892, 12371276, 11147534]"
14603,"[11659860, 12658000, 11659004, 11360668, 11360688, 12371282, 13039892, 12371276, 11147534, 11149198]"
14605,"[13039810, 12658000, 11659004, 11360668, 11360688, 12371282, 13039892, 12371276, 11147534, 11149198]"
14606,"[12657360, 12658000, 11659004, 11360668, 11360688, 12371282, 13039892, 12371276, 11147534, 11149198]"
14607,"[11237196, 11659624, 12658000, 11659004, 11360668, 11360688, 12371282, 13039892, 12371276, 11147534]"
14610,"[11659552, 11659554, 11659764, 12658298, 13039650, 13039842, 12658000, 11659004, 11360668, 11360688]"
14613,"[12658078, 11407150, 11659934, 11660126, 11714462, 12407132, 12658080, 12658000, 11659004, 11360668]"
14615,"[11714428, 12995886, 12406882, 12657360, 12658512, 12658518, 12658548, 11659004, 11659050, 11659102]"
14627,"[13039704, 11659548, 11659578, 11659640, 12406900, 12407852, 12657766, 12657772, 12657776, 12657956]"
14648,"[11659112, 12658000, 11659004, 11360668, 11360688, 12371282, 13039892, 12371276, 11147534, 11149198]"
14661,"[12371322, 11659242, 12406910, 12406918, 12657626, 12658000, 11659004, 11360668, 11360688, 12371282]"
14679,"[11659158, 11659688, 12657430, 12657442, 12657538, 12658000, 11659004, 11360668, 11360688, 12371282]"
14687,"[11659834, 12658000, 11659004, 11360668, 11360688, 12371282, 13039892, 12371276, 11147534, 11149198]"
14701,"[11659020, 12658000, 11659004, 11360668, 11360688, 12371282, 13039892, 12371276, 11147534, 11149198]"
14707,"[11407264, 11659568, 11659648, 12360418, 12407770, 12658000, 11659004, 11360668, 11360688, 12371282]"
14710,"[11659742, 12658000, 11659004, 11360668, 11360688, 12371282, 13039892, 12371276, 11147534, 11149198]"
14712,"[12407040, 12658000, 11659004, 11360668, 11360688, 12371282, 13039892, 12371276, 11147534, 11149198]"
14739,"[12658212, 12658000, 11659004, 11360668, 11360688, 12371282, 13039892, 12371276, 11147534, 11149198]"
14788,"[12360420, 12658000, 11659004, 11360668, 11360688, 12371282, 13039892, 12371276, 11147534, 12658062]"
14794,"[13039504, 12658000, 11659004, 11360668, 11360688, 12371282, 13039892, 12371276, 11147534, 12658062]"
14806,"[12406882, 12406890, 13038844, 12658000, 11659004, 11360668, 11360688, 12371282, 13039892, 12371276]"
14833,"[12407188, 12658000, 11659004, 11360668, 11360688, 12371282, 13039892, 12371276, 11147534, 12658062]"
14847,"[13039040, 13039052, 14122834, 11407134, 11659338, 12658000, 11659004, 11360668, 11360688, 12371282]"
14857,"[11659000, 11659404, 11659454, 11659456, 12407536, 12657426, 12658000, 11659004, 11360668, 11360688]"
14873,"[12396562, 12406914, 13038942, 12658000, 11659004, 11360668, 11360688, 12371282, 13039892, 12371276]"
14898,"[12371336, 12406996, 12657534, 13038916, 12658000, 11659004, 11360668, 11360688, 12371282, 13039892]"
14903,"[11360776, 12658000, 11659004, 11360668, 11360688, 12371282, 13039892, 12371276, 11147534, 12658062]"
14912,"[11659554, 12658000, 11659004, 11360668, 11360688, 12371282, 13039892, 12371276, 11147534, 12658062]"
14942,"[11145702, 11360934, 11659412, 12658000, 11659004, 11360668, 11360688, 12371282, 13039892, 12371276]"
14946,"[11658950, 11659090, 12407038, 12657642, 12657644, 12657714, 12657722, 12658184, 12658348, 12658404]"
15006,"[12658384, 12658000, 11659004, 11360668, 11360688, 13039892, 12371282, 12371276, 11147534, 12658062]"
15032,"[11659826, 11659050, 12406908, 12995872, 12658000, 11659004, 11360668, 11360688, 13039892, 12371282]"
15047,"[13039442, 12407028, 12657556, 13039440, 13039448, 12658000, 11659004, 11360668, 11360688, 13039892]"
15048,"[12407006, 12371308, 12407620, 12658000, 11659004, 11360668, 11360688, 13039892, 12371282, 12371276]"
15062,"[13039792, 12658000, 11659004, 11360668, 11360688, 13039892, 12371282, 12371276, 11147534, 12658062]"
15102,"[12658380, 12658492, 12658000, 11659004, 11360668, 11360688, 13039892, 12371282, 12371276, 11147534]"
15112,"[11659918, 12407880, 13039650, 12658000, 11659004, 11360668, 11360688, 13039892, 12371282, 12371276]"
15146,"[11714538, 12658000, 11659004, 11360668, 11360688, 13039892, 12371282, 12371276, 11147534, 12658062]"
15154,"[12658512, 11361056, 12658000, 11659004, 11360668, 11360688, 13039892, 12371282, 12371276, 11147534]"
15160,"[12658262, 12658302, 12658486, 12658000, 11659004, 11360668, 11360688, 13039892, 12371282, 12371276]"
15168,"[12657552, 12658134, 13039900, 12658000, 11659004, 11360668, 11360688, 13039892, 12371282, 12371276]"
15169,"[11659288, 12658000, 11659004, 11360668, 11360688, 13039892, 12371282, 12371276, 11147534, 12658062]"
15172,"[12407022, 12658000, 11659004, 11360668, 11360688, 13039892, 12371282, 12371276, 11147534, 12658062]"
15184,"[11659126, 11659364, 12658512, 12658000, 11659004, 11360668, 11360688, 13039892, 12371282, 12371276]"
15195,"[11659298, 12995874, 12658000, 11659004, 11360668, 11360688, 13039892, 12371282, 12371276, 11147534]"
15199,"[13064966, 12658000, 11659004, 11360668, 11360688, 13039892, 12371282, 12371276, 11147534, 12658062]"
15224,"[12407154, 12658000, 11659004, 11360668, 11360688, 13039892, 12371282, 12371276, 11147534, 12658062]"
15226,"[12407304, 13038932, 12371326, 12371334, 12407312, 12407356, 12657580, 12658524, 13038922, 13038938]"
15230,"[12657532, 13038650, 12658000, 11659004, 11360668, 11360688, 13039892, 12371282, 12371276, 11147534]"
15235,"[12657750, 12657808, 12658560, 13039080, 12658000, 11659004, 11360668, 11360688, 13039892, 12371282]"
15238,"[11148860, 12360438, 12371372, 12658000, 11659004, 11360668, 11360688, 13039892, 12371282, 12371276]"
15261,"[11659020, 12658000, 11659004, 11360668, 11360688, 13039892, 12371282, 12371276, 11147534, 12658062]"
15265,"[12407528, 12658000, 11659004, 11360668, 11360688, 13039892, 12371282, 12371276, 11147534, 12658062]"
15269,"[12360414, 11659542, 11659740, 11659862, 12322668, 12371318, 12407648, 12407650, 12407728, 12407742]"
15288,"[12658502, 12658000, 11659004, 11360668, 11360688, 13039892, 12371282, 12371276, 11147534, 12658062]"
15298,"[12658422, 12658526, 12658000, 11659004, 11360668, 11360688, 13039892, 12371282, 12371276, 11147534]"
15306,"[11360760, 12407924, 12658000, 11659004, 11360668, 11360688, 13039892, 12371282, 12371276, 11147534]"
15327,"[11460928, 11659698, 12360420, 12407676, 12407678, 12407770, 12658242, 12658252, 12658268, 12658318]"
15329,"[11660068, 11660138, 12658000, 11659004, 11360668, 11360688, 12371282, 13039892, 12371276, 11147534]"
15345,"[12322660, 12657620, 12658000, 11659004, 11360668, 11360688, 12371282, 13039892, 12371276, 11147534]"
15353,"[13038930, 11407140, 11659834, 12099206, 12371372, 12406888, 12407450, 12407534, 12657406, 12657426]"
15367,"[12360448, 12371378, 12407792, 12658306, 12658000, 11659004, 11360668, 11360688, 12371282, 13039892]"
15376,"[12406886, 12658000, 11659004, 11360668, 11360688, 12371282, 13039892, 12371276, 11147534, 12658062]"
15384,"[11660090, 12657894, 12658000, 11659004, 11360668, 11360688, 12371282, 12371276, 13039892, 12658062]"
15391,"[11360854, 11659212, 11659220, 12658302, 12658000, 11659004, 11360668, 11360688, 12371282, 12371276]"
15392,"[12658556, 12406872, 12658332, 13039650, 13039846, 12658000, 11659004, 11360668, 11360688, 12371282]"
15399,"[12360426, 12658000, 11659004, 11360668, 11360688, 12371282, 12371276, 12658062, 13039892, 12657902]"
15411,"[12360404, 13650178, 12658000, 11659004, 11360668, 11360688, 12371282, 12371276, 12658062, 13039892]"
15425,"[12657748, 11659022, 11659158, 11659204, 11659934, 12407248, 12407388, 12657644, 12658000, 11659004]"
15426,"[12407774, 12658318, 13033180, 12658000, 11659004, 11360668, 11360688, 12371282, 12371276, 12658062]"
15446,"[13039848, 12658000, 11659004, 11360668, 11360688, 12371282, 12371276, 12658062, 13039892, 12657902]"
15466,"[12407030, 12407780, 12407926, 12658618, 12658620, 13038826, 13039080, 12658000, 11659004, 11360668]"
15498,"[11659538, 12658386, 12658000, 11659004, 11360668, 11360688, 12658062, 12371282, 13039892, 12371276]"
15511,"[12407934, 12406970, 12658000, 11659004, 11360668, 11360688, 12658062, 12371282, 13039892, 12371276]"
15519,"[11407262, 12322648, 12657560, 12658580, 13650200, 12658000, 11659004, 11360668, 11360688, 12658062]"
15520,"[12657380, 12658000, 11659004, 11360668, 11360688, 12658062, 12371282, 13039892, 12371276, 12657902]"
15522,"[11659860, 12371374, 12407790, 12657500, 12658512, 13038648, 12658000, 11659004, 11360668, 11360688]"
15523,"[12407400, 11237196, 11659190, 11659240, 11659432, 12407354, 12407382, 12407398, 12407926, 12658000]"
15535,"[12658446, 12658400, 13039078, 13039084, 13039100, 12658000, 11659004, 11360668, 11360688, 12658062]"
15537,"[11245914, 12658000, 11659004, 11360668, 11360688, 12658062, 12371282, 13039892, 12371276, 12657902]"
15539,"[11361010, 11659154, 12658000, 11659004, 11360668, 11360688, 12658062, 12371282, 13039892, 12371276]"
15558,"[12658252, 12658262, 12658302, 12658000, 11659004, 11360668, 11360688, 12658062, 12371282, 13039892]"
15569,"[13039102, 12658000, 11659004, 11360668, 11360688, 12658062, 13039892, 12371282, 12371276, 12657902]"
15574,"[11659530, 11659918, 12371376, 12406932, 12407792, 12407832, 12657378, 12658428, 12658502, 12658000]"
15578,"[12658212, 12658502, 12658000, 11659004, 11360668, 11360688, 12371282, 12658062, 12371276, 13039892]"
15583,"[11659686, 13039490, 13039800, 13039898, 13039534, 12658000, 11659004, 11360668, 11360688, 12371282]"
15597,"[11659180, 12657684, 12657766, 12658336, 12658368, 12658436, 12658482, 12658488, 13039528, 13039618]"
15608,"[13039704, 12658000, 11659004, 11360668, 11360688, 12371282, 12658062, 12371276, 13039892, 12657902]"
15634,"[12657552, 12657732, 12658564, 12995876, 12995880, 13017340, 12658000, 11659004, 11360668, 11360688]"
15642,"[12658512, 12658000, 11659004, 11360668, 11360688, 12371282, 12658062, 12371276, 13039892, 12657902]"
15654,"[11360680, 11659236, 11659466, 11659884, 11659998, 12360428, 12658000, 11659004, 11360668, 11360688]"
15661,"[11659432, 11659534, 11659666, 11659690, 12407742, 13038946, 13039076, 12658000, 11659004, 11360668]"
15677,"[11360778, 11659882, 12407676, 12658406, 12658442, 12658502, 13039518, 13039780, 13039846, 12658000]"
15697,"[12360400, 12658000, 11659004, 11360668, 11360688, 13038932, 13038930, 13038940, 12371282, 13038934]"
15698,"[11407340, 12407116, 12407154, 12407158, 12407174, 12407688, 12407730, 12658000, 11659004, 11360668]"
15717,"[11659514, 12658000, 13038932, 13038930, 13038940, 13038934, 13038922, 11659004, 13038926, 13038938]"
15724,"[11659852, 12658406, 12658476, 11659750, 12658446, 12658000, 13038932, 13038930, 13038940, 13038934]"
15728,"[12407442, 12658000, 13038932, 13038930, 13038940, 13038934, 13038922, 11659004, 13038926, 13038938]"
15740,"[13039102, 11148922, 12407176, 12657630, 13038930, 13038940, 13038932, 13038934, 11660166, 13038648]"
15746,"[12406886, 11659236, 13038848, 12658000, 11659004, 11360668, 12371282, 12371276, 11360688, 13038932]"
15763,"[12322664, 12371376, 12658000, 11659004, 11360668, 12371282, 12371276, 11360688, 13038932, 13038930]"
15788,"[12658412, 12407754, 12658426, 13017334, 12407012, 12407014, 12407728, 12658614, 11659346, 11714538]"
15789,"[11659854, 12407730, 12658000, 11659004, 11360668, 12371282, 12371276, 11360688, 13038932, 13038930]"
15790,"[11659956, 12407134, 12657366, 12658620, 12658000, 11659004, 11360668, 12371282, 12371276, 11360688]"
15793,"[11659934, 12658000, 11659004, 11360668, 12371282, 12371276, 11360688, 13038932, 13038930, 13038940]"
15799,"[11659048, 12407158, 12407388, 12658048, 12658000, 11659004, 11360668, 12371282, 12371276, 11360688]"
15802,"[12371378, 12371376, 12658306, 11714540, 12658000, 11659004, 11360668, 12371282, 12371276, 11360688]"
15804,"[11659520, 12407690, 12658386, 13039566, 12658000, 11659004, 11360668, 12371282, 12371276, 11360688]"
15805,"[11660250, 12658418, 12658542, 12658600, 13653702, 12658000, 11659004, 11360668, 12371282, 12371276]"
15814,"[11148984, 12407398, 12658000, 11659004, 11360668, 12371282, 12371276, 11360688, 13038932, 13038930]"
15819,"[11660122, 13039476, 13039524, 13039840, 12658000, 11659004, 11360668, 12371282, 12371276, 11360688]"
15821,"[14122832, 12658000, 11659004, 11360668, 12371282, 12371276, 11360688, 13038932, 13038930, 13038940]"
15843,"[12407392, 12995908, 12658000, 11659004, 11360668, 12371282, 12371276, 11360688, 13038932, 13038930]"
15884,"[13038868, 12657720, 12657766, 12658000, 11659004, 11360668, 12371282, 12371276, 11360688, 13038932]"
15901,"[11659586, 12658000, 11659004, 11360668, 12371282, 12371276, 11360688, 13038932, 13038930, 13038940]"
15908,"[12658080, 13038160, 12658000, 11659004, 11360668, 12371282, 12371276, 11360688, 13038932, 13038930]"
15911,"[11659138, 12658000, 11659004, 11360668, 12371282, 12371276, 11360688, 13038932, 13038930, 13038940]"
15934,"[11659566, 12658000, 11659004, 11360668, 12371282, 12371276, 11360688, 13038932, 13038930, 13038940]"
15936,"[11659632, 11407142, 11407382, 12658000, 11659004, 11360668, 12371282, 12371276, 11360688, 13038932]"
16031,"[12360450, 12658000, 11659004, 11360668, 12371282, 12371276, 11360688, 13038940, 13038932, 13038930]"
16032,"[12658502, 12658000, 11659004, 11360668, 12371282, 12371276, 11360688, 13038940, 13038932, 13038930]"
16039,"[11659206, 12407038, 12407730, 12658000, 11659004, 11360668, 12371282, 12371276, 11360688, 13038940]"
16047,"[12407926, 12658000, 11659004, 11360668, 12371282, 12371276, 11360688, 13038940, 13038932, 13038930]"
16065,"[12360426, 12406906, 12407028, 12407534, 13064966, 12658000, 11659004, 11360668, 12371282, 12371276]"
16078,"[12657386, 13039518, 12658000, 11659004, 11360668, 12371282, 12371276, 11360688, 13038940, 13038932]"
16081,"[12657568, 12658000, 11659004, 11360668, 12371282, 12371276, 11360688, 13038940, 13038932, 13038930]"
16089,"[11360778, 12360428, 12658000, 11659004, 11360668, 12371282, 12371276, 11360688, 13038940, 13038932]"
16095,"[11360708, 12658000, 11659004, 11360668, 12371282, 12371276, 11360688, 13038940, 13038932, 13038930]"
16137,"[13039550, 14122832, 12658000, 11659004, 11360668, 12371282, 12371276, 11360688, 13038932, 13038930]"
16143,"[11460766, 11461004, 12658000, 11659004, 11360668, 12371282, 12371276, 11360688, 13038932, 13038930]"
16144,"[11659044, 12657656, 12658350, 12658684, 12658000, 11659004, 11360668, 12371282, 12371276, 11360688]"
16195,"[12658404, 12658000, 11659004, 11360668, 12371282, 12371276, 11360688, 13038932, 13038930, 13038934]"
16198,"[11360722, 11407102, 11660028, 12371268, 12658000, 11659004, 11360668, 12371282, 12371276, 11360688]"
16217,"[11659520, 11659706, 11659736, 12322646, 12360454, 12407754, 12657628, 12658106, 12658364, 12658000]"
16225,"[12407732, 13653656, 12658000, 11659004, 11360668, 12371282, 12371276, 11360688, 13038932, 13038930]"
16237,"[12407810, 12407734, 12658000, 11659004, 11360668, 12371282, 12371276, 11360688, 12371280, 11714468]"
16238,"[12371322, 13039020, 13039032, 11658988, 11660002, 12371324, 12371326, 12406888, 12406904, 12407338]"
16291,"[12658618, 12658000, 11659004, 11360668, 12371282, 11360688, 12371276, 12371280, 11714468, 11714602]"
16306,"[12657606, 12657790, 12658000, 11659004, 11360668, 12371282, 11360688, 12371276, 12371280, 11714468]"
16328,"[11141644, 11145748, 11237222, 11659218, 11659346, 11659450, 11659526, 12322660, 12406930, 12407568]"
16329,"[12407154, 12658000, 11659004, 11360668, 13039892, 13038932, 13038930, 13038934, 13038922, 11360688]"
16346,"[11659860, 12407672, 12657590, 12657778, 12658000, 13039892, 11659004, 13038932, 13038930, 13038934]"
16359,"[11659958, 12658002, 12658000, 13039892, 11659004, 13038932, 13038930, 13038934, 13038922, 13038940]"
16375,"[12407648, 12658000, 13039892, 11659004, 13038932, 13038930, 13038934, 13038922, 13038940, 11360668]"
16450,"[11407412, 11659934, 12658000, 13038932, 13038930, 13039892, 13038934, 13038940, 13038922, 11659004]"
16452,"[12657442, 12658000, 13038932, 13038930, 13039892, 13038934, 13038940, 13038922, 11659004, 13038926]"
16470,"[12407400, 12658000, 13038932, 13038930, 13039892, 13038934, 13038940, 13038922, 11659004, 13038926]"
16471,"[11659958, 12360390, 12988604, 12658000, 13038932, 13038930, 13039892, 13038934, 13038940, 13038922]"
16479,"[11659860, 12658000, 13038932, 13038930, 13039892, 13038934, 13038940, 13038922, 11659004, 13038926]"
16503,"[13039848, 13039892, 13039024, 13039102, 13039442, 13038932, 13038930, 13039038, 13038934, 13039070]"
16518,"[11659302, 12407458, 12407592, 12657616, 13039892, 13039024, 13039102, 13039442, 13038932, 13038930]"
16524,"[12360438, 13039892, 13039024, 13039102, 13039442, 13038932, 13038930, 13039038, 13038934, 13039070]"
16528,"[11659110, 12407416, 12657640, 12658212, 13039892, 13039024, 13039102, 13039442, 13038932, 13038930]"
16534,"[13038978, 13039892, 13039024, 13039102, 13039442, 13039038, 13039070, 13039440, 13039706, 13039712]"
16539,"[12396560, 12407386, 13039892, 13039024, 13039102, 13039442, 13039038, 13039070, 13039440, 13039706]"
16541,"[12406904, 12406930, 13039892, 13039024, 13039102, 13039442, 13039038, 13039070, 13039440, 13039706]"
16561,"[11659240, 12371376, 12371378, 13039892, 13039024, 13039102, 13039442, 13039038, 13039070, 13039440]"
16566,"[11659918, 13039892, 13039024, 13039102, 13039442, 13039038, 13039070, 13039440, 13039706, 13039712]"
16588,"[11659628, 13039026, 13039076, 12658000, 13039892, 11659004, 13039024, 11360668, 13038932, 13038930]"
16598,"[12407522, 12657760, 12658000, 13039892, 11659004, 13039024, 11360668, 13038932, 13038930, 13038940]"
16605,"[12396550, 12406986, 12407198, 12657638, 12657642, 12657644, 12658186, 12658510, 13038962, 13039876]"
16611,"[11659552, 11659646, 11659764, 11659902, 12322666, 12371336, 12658104, 12658550, 13038866, 13039830]"
16645,"[12407834, 12658000, 11659004, 11360668, 13039892, 11360688, 12371282, 13039024, 12371276, 11149198]"
16655,"[12658302, 12658000, 11659004, 11360668, 13039892, 11360688, 12371282, 13039024, 12371276, 11149198]"
16671,"[13038820, 13038826, 13039508, 12658000, 11659004, 11360668, 13039892, 11360688, 12371282, 13039024]"
16672,"[12658418, 11407478, 12360376, 12371248, 12657436, 13039106, 12658000, 11659004, 11360668, 13039892]"
16688,"[13038854, 12658000, 11659004, 11360668, 13039892, 11360688, 12371282, 13039024, 12371276, 11149198]"
16695,"[11660136, 12406998, 12658000, 11659004, 11360668, 13039892, 11360688, 12371282, 13039024, 12371276]"
16698,"[11351668, 11407356, 11659250, 11659878, 12360390, 12396556, 12407212, 12407214, 12658042, 12658614]"
16704,"[11659954, 11714588, 12658000, 11659004, 11360668, 13039892, 11360688, 12371282, 13039024, 12371276]"
16706,"[12658108, 12658000, 11659004, 11360668, 13039892, 11360688, 12371282, 13039024, 12371276, 11149198]"
16707,"[13039532, 12658000, 11659004, 11360668, 13039892, 11360688, 12371282, 13039024, 12371276, 11149198]"
16723,"[11659220, 11659838, 12371244, 11361056, 11407356, 11659688, 12360422, 12407012, 12407014, 12407400]"
16724,"[11659432, 11659954, 12658000, 11659004, 11360668, 13039892, 11360688, 12371282, 12371276, 13039024]"
16727,"[12407616, 12657444, 12658466, 12658000, 11659004, 11360668, 13039892, 11360688, 12371282, 12371276]"
16733,"[12658502, 12658000, 11659004, 11360668, 13039892, 11360688, 12371282, 12371276, 13039024, 11149198]"
16735,"[12657636, 12658000, 11659004, 11360668, 13039892, 11360688, 12371282, 12371276, 13039024, 11149198]"
16740,"[11407198, 12658000, 11659004, 11360668, 13039892, 11360688, 12371282, 12371276, 13039024, 11149198]"
16778,"[13038650, 13038858, 13038880, 13038966, 13039720, 12658000, 11659004, 11360668, 11360688, 13039892]"
16779,"[11407264, 13039496, 13039530, 13039742, 12658000, 11659004, 11360668, 11360688, 13039892, 12371282]"
16784,"[12406996, 12371246, 12371338, 12406958, 12407526, 12657730, 12658000, 11659004, 11360668, 11360688]"
16809,"[12406880, 12407278, 12696928, 12658000, 11659004, 11360668, 11360688, 13039892, 12371282, 12371276]"
16827,"[12407496, 12658150, 12658616, 11461022, 12406874, 12407390, 12407790, 12657368, 12657390, 12658104]"
16832,"[11659562, 11659654, 11714574, 12657658, 12658348, 12658504, 12658000, 11659004, 11360668, 11360688]"
16842,"[11659524, 12658404, 12658000, 11659004, 11360668, 11360688, 13039892, 12371282, 12371276, 11149198]"
16849,"[11407114, 12658000, 11659004, 11360668, 11360688, 12371282, 12371276, 11149198, 11714602, 11147534]"
16871,"[11659216, 11141330, 11652758, 11659236, 12657554, 12658000, 11659004, 11360668, 11360688, 12371282]"
16891,"[12658340, 12407534, 11481076, 11659106, 12371378, 12406918, 12407924, 12658092, 12658302, 12658000]"
16906,"[11659964, 12658000, 11659004, 11360668, 11360688, 12371282, 12371276, 11149198, 11714602, 11147534]"
16916,"[12406928, 12407022, 12407324, 12407498, 12657372, 12658000, 11659004, 11360668, 11360688, 12371282]"
16919,"[13039546, 12658000, 11659004, 11360668, 11360688, 12371282, 12371276, 11149198, 11714602, 11147534]"
16922,"[12360426, 11658994, 11659284, 12658000, 11659004, 11360668, 11360688, 12371282, 12371276, 11149198]"
16942,"[11461040, 11659918, 12360426, 12407370, 12407468, 12658244, 12658430, 12658000, 11659004, 11360668]"
16958,"[12657900, 12658054, 12658000, 11659004, 11360668, 11360688, 12371282, 12371276, 11149198, 11714602]"
16963,"[12371382, 11360998, 11460682, 11480992, 11659252, 11659574, 11659710, 11659860, 11659932, 12360424]"
16965,"[11360654, 11360692, 12407080, 12407218, 12947662, 13653702, 12658000, 11659004, 11360668, 11360688]"
16969,"[11659878, 12658000, 11659004, 11360668, 11360688, 12371282, 12371276, 11149198, 11714602, 11147534]"
16987,"[11145702, 11660044, 11660104, 11660226, 12657532, 12658000, 11659004, 11360668, 11360688, 12371282]"
